author_in_publication;text;name;city;type;issue ;year_publ_in_emigration;date_publ_in_emigration;description ;peculiarity;name_part;pages;year_first_in_russia;date_publ_in_russia;name_in_russia
Архангельский А.;Вл. Маяковский;Руль;Берлин;газета;№1588;1926;21.02;стихи;полный текст;;6;;;Красная Нива
Подъячев С.П.;Не в бровь, а в глаз;Руль;Берлин;газета;№1597;1926;04.03;проза;полный текст;;2—3;;;Прожектор
Стонов Д.;Хрущев;Руль;Берлин;газета;№1604;1926;12.03;проза;отрывок;;4—5;;;Новый мир
Стонов Д.;Хрущев;Руль;Берлин;газета;№1605;1926;13.03;проза;отрывок;;2—3;;;Новый мир
Стонов Д.;Хрущев;Руль;Берлин;газета;№1606;1926;14.03;проза;отрывок;;4;;;Новый мир
Романов П.;Вредный человек;Руль;Берлин;газета;№1606;1926;14.03;проза;полный текст;;5;;;Прожектор
Стонов Д.;Хрущев;Руль;Берлин;газета;№1608;1926;17.03;проза;отрывок;;4—5;;;Новый мир
Акульшин Р.;? Нежных сердец;Руль;Берлин;газета;№1612;1926;21.03;проза;полный текст;;5;;;Красная новь
Пильняк Б.А.;В Палестину;Руль;Берлин;газета;№1615;1926;25.03;проза;полный текст;;2—3;;;Красная новь
Толстой А.Н.;Азеф;Руль;Берлин;газета;№1618;1926;28.03;проза;отрывок;;2—3;;;Красная новь
Щеголев П.;Азеф;Руль;Берлин;газета;№1618;1926;28.03;проза;отрывок;;2—3;;;Красная новь
Есенин С.А.;Вижу сон. Дорога черная;Руль;Берлин;газета;№1618;1926;28.03;стихи;полный текст;;5;;;
Романов П.;Блаженные;Руль;Берлин;газета;№1618;1926;28.03;проза;полный текст;;5;;;Красная новь
? А.;Разгрузка;Руль;Берлин;газета;№1618;1926;28.03;проза;полный текст;;5;;;Красная газета
Толстой А.Н.;Азеф;Руль;Берлин;газета;№1619;1926;30.03;проза;отрывок;;2—3;;;Красная новь
Щеголев П.;Азеф;Руль;Берлин;газета;№1619;1926;30.03;проза;отрывок;;2—3;;;Красная новь
Толстой А.Н.;Азеф;Руль;Берлин;газета;№1620;1926;31.03;проза;отрывок;;4—5;;;Красная новь
Щеголев П.;Азеф;Руль;Берлин;газета;№1620;1926;31.03;проза;отрывок;;4—5;;;Красная новь
Толстой А.Н.;Азеф;Руль;Берлин;газета;№1622;1926;02.04;проза;отрывок;;2—3;;;Красная новь
Щеголев П.;Азеф;Руль;Берлин;газета;№1622;1926;02.04;проза;отрывок;;2—3;;;
Владимирский В.;Город Та-Чен;Руль;Берлин;газета;№1623;1926;04.04;проза;полный текст;;7—8;;;Новый мир
Стонов Д.;Приезд;Руль;Берлин;газета;№1628;1926;11.04;проза;отрывок;;2—3;;;Красная Нива
Чуковский К.И.;Детское;Руль;Берлин;газета;№1628;1926;11.04;проза;полный текст;;5;;;Красная газета
Стонов Д.;Приезд;Руль;Берлин;газета;№1629;1926;13.04;проза;отрывок;;2—3;;;Красная газета
Романов П.;Актриса;Руль;Берлин;газета;№1634;1926;18.04;проза;полный текст;;2—3;;;Красная новь
Князев В.В.;В пылетресте тысяч с двести;Руль;Берлин;газета;№1634;1926;18.04;проза;полный текст;;5;;;Красная газета
Жеребцов П.;Победитель;Руль;Берлин;газета;№1634;1926;18.04;проза;полный текст;;5;;;Красная Нива
Пузанов В.;Крепкие корни;Руль;Берлин;газета;№1637;1926;22.04;проза;полный текст;;2—3;;;Прожектор
Брыкин Н.;Кузьма Ковтун;Руль;Берлин;газета;№1640;1926;25.04;проза;полный текст;;2—3;;;Правда
