number;author;gender;text;title_of_textbook;kind_of_literature;year;genre;whole;retelling;start_of_textbook;compiler;place_of_edition;year_of_edition;level_of_education;kind_of_book;part_of_edition;notes;biblio_id
945;Майков А.Н.;м;Ласточки;undefined;поэзия;1856;стихотворение;да;нет;Мой сад с каждым днём увядает. ..;З.Н.Дормидонтова;Ревель (Таллин);1922;undefined;хрестоматия;undefined;undefined;Дормидонтова_хрест_Ревель_1922
946;Некрасов Н.А.;м;Несжатая полоса;undefined;поэзия;1854;стихотворение;да;нет;Поздняя осень. Грачи улетели;З.Н.Дормидонтова;Ревель (Таллин);1922;undefined;хрестоматия;undefined;undefined;Дормидонтова_хрест_Ревель_1922
947;Крылов И.А.;м;Стрекоза и муравей;undefined;поэзия;1808;басня;да;нет;undefined;З.Н.Дормидонтова;Ревель (Таллин);1922;undefined;хрестоматия;undefined;undefined;Дормидонтова_хрест_Ревель_1922
948;Шведер Е.М.;м;О чем шелестел старый дум;undefined;проза;19??;сказка;да;нет;undefined;З.Н.Дормидонтова;Ревель (Таллин);1922;undefined;хрестоматия;undefined;undefined;Дормидонтова_хрест_Ревель_1922
949;Гаршин В.М.;м;Лягушка-путешественница;undefined;проза;1887;сказка;да;нет;undefined;З.Н.Дормидонтова;Ревель (Таллин);1922;undefined;хрестоматия;undefined;undefined;Дормидонтова_хрест_Ревель_1922
950;Крылов И.А.;м;Волк на псарне;undefined;поэзия;1812;басня;да;нет;undefined;З.Н.Дормидонтова;Ревель (Таллин);1922;undefined;хрестоматия;undefined;undefined;Дормидонтова_хрест_Ревель_1922
951;Горький М.;м;Данко;undefined;проза;1894;рассказ;нет;нет;undefined;З.Н.Дормидонтова;Ревель (Таллин);1922;undefined;хрестоматия;undefined;undefined;Дормидонтова_хрест_Ревель_1922
952;Городецкий С.М.;м;Первопуток;undefined;поэзия;19??;стихотворение;да;нет;undefined;З.Н.Дормидонтова;Ревель (Таллин);1922;undefined;хрестоматия;undefined;undefined;Дормидонтова_хрест_Ревель_1922
953;Берг Н.В.;м;Зайка;Заинька;поэзия;1862;стихотворение;да;нет;undefined;З.Н.Дормидонтова;Ревель (Таллин);1922;undefined;хрестоматия;undefined;undefined;Дормидонтова_хрест_Ревель_1922
954;Никитин И.С.;м;Елка;Ель;поэзия;1855;стихотворение;да;нет;Одиноко вырастала Елка стройная в лесу,;З.Н.Дормидонтова;Ревель (Таллин);1922;undefined;хрестоматия;undefined;undefined;Дормидонтова_хрест_Ревель_1922
955;Сологуб В.А.;м;Бабушка-зима;undefined;поэзия;1872;стихотворение;да;нет;Снегом улица покрылась, Вот уж и сама;З.Н.Дормидонтова;Ревель (Таллин);1922;undefined;хрестоматия;undefined;undefined;Дормидонтова_хрест_Ревель_1922
956;Пушкин А.С.;м;Евгений Онегин;Зима;поэзия;1833;стихотворение;нет;нет;Зима… Крестьянин торжествуя;З.Н.Дормидонтова;Ревель (Таллин);1922;undefined;хрестоматия;undefined;undefined;Дормидонтова_хрест_Ревель_1922
957;Пушкин А.С.;м;Зимний вечер;undefined;поэзия;1825;стихотворение;да;нет;undefined;З.Н.Дормидонтова;Ревель (Таллин);1922;undefined;хрестоматия;undefined;undefined;Дормидонтова_хрест_Ревель_1922
958;Некрасов Н.А.;м;Крестьянские дети;Мужичок с ноготок;поэзия;1861;поэма;нет;нет;undefined;З.Н.Дормидонтова;Ревель (Таллин);1922;undefined;хрестоматия;undefined;undefined;Дормидонтова_хрест_Ревель_1922
959;Телешов Н.Д.;м;Елка дедушки Митрича;undefined;проза;1897;рассказ;нет;нет;undefined;З.Н.Дормидонтова;Ревель (Таллин);1922;undefined;хрестоматия;undefined;undefined;Дормидонтова_хрест_Ревель_1922
960;Чехов А.П.;м;Ванька;undefined;проза;1886;рассказ;нет;нет;undefined;З.Н.Дормидонтова;Ревель (Таллин);1922;undefined;хрестоматия;undefined;undefined;Дормидонтова_хрест_Ревель_1922
961;Достоевский Ф.М.;м;Мальчик у Христа на елке;undefined;проза;1876;рассказ;нет;нет;undefined;З.Н.Дормидонтова;Ревель (Таллин);1922;undefined;хрестоматия;undefined;undefined;Дормидонтова_хрест_Ревель_1922
962;Жуковский В.А.;м;Светлана;Гадания;поэзия;1811;баллада;нет;нет;undefined;З.Н.Дормидонтова;Ревель (Таллин);1922;undefined;хрестоматия;undefined;undefined;Дормидонтова_хрест_Ревель_1922
963;Гаршин В.М.;м;Сигнал;undefined;проза;1887;рассказ;да;нет;undefined;З.Н.Дормидонтова;Ревель (Таллин);1922;undefined;хрестоматия;undefined;undefined;Дормидонтова_хрест_Ревель_1922
964;Котомкин-Савинский А.Е.;м;Князь Вячко и меченосцы;Обряд жертвоприношения у эстов;поэзия;1916;поэма;нет;нет;undefined;З.Н.Дормидонтова;Ревель (Таллин);1922;undefined;хрестоматия;undefined;undefined;Дормидонтова_хрест_Ревель_1922
965;Котомкин-Савинский А.Е.;м;Песня старика Лаулика;undefined;поэзия;19??;стихотворение;да;нет;undefined;З.Н.Дормидонтова;Ревель (Таллин);1922;undefined;хрестоматия;undefined;undefined;Дормидонтова_хрест_Ревель_1922
966;Котомкин-Савинский А.Е.;м;Песня о семи холмах;undefined;поэзия;19??;стихотворение;да;нет;undefined;З.Н.Дормидонтова;Ревель (Таллин);1922;undefined;хрестоматия;undefined;undefined;Дормидонтова_хрест_Ревель_1922
967;Котомкин-Савинский А.Е.;м;Песня эстонских девушек о войне;undefined;поэзия;19??;стихотворение;да;нет;undefined;З.Н.Дормидонтова;Ревель (Таллин);1922;undefined;хрестоматия;undefined;undefined;Дормидонтова_хрест_Ревель_1922
968;Котомкин-Савинский А.Е.;м;Сага о любви Эмарика и Койта;undefined;поэзия;19??;стихотворение;да;нет;undefined;З.Н.Дормидонтова;Ревель (Таллин);1922;undefined;хрестоматия;undefined;undefined;Дормидонтова_хрест_Ревель_1922
